FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
618,649,110649,109.43,5,482.5,283.2,183155.913811,101973.814666,53805.0984473,18337.0669704,92607.3496896,24605.9602323,635.5,348.3,189687.717754,123540.722338,77668.391232,29533.4842781,101613.020963,37051.2422974,701.5,451.1,204462.329702,134706.621766,81059.0424293,33194.3582176,114311.543186,40215.120608,738.2,476.3,210904.012148,137835.822696,89516.1202625,38310.2402514,119655.316667,45587.1728538,3926.5254613387,775126.17563954
619,653,110653,583.88,5,1511.2,969.9,157736.02359,96756.0502544,25047.7458529,8185.0873269,82060.3448245,11310.8127666,1768.8,1124.1,162891.885266,118371.613732,31849.5078505,11889.464809,90865.881427,15037.0713816,1968.5,1067,171890.687197,131053.775805,31281.4186315,12854.0566938,99339.8975237,15641.0611886,2090.2,1065.5,181664.168461,135984.707048,33693.0465975,14530.5069918,105882.834052,17338.9607671,12816.8684786287,5280370.06568502
620,646,110646,640.9,5,0,93.2,251187.025735,100055.246025,0,0,100055.246025,0,0,144.8,255395.510203,118191.5848,44999.3400423,15212.9115239,118191.5848,15212.9115239,0,164.2,310092.854696,129079.151419,45747.566323,16517.8211386,129079.151419,16517.8211386,0,197.3,339124.618518,132582.574591,38640.3803507,13871.1092775,132582.574591,13871.1092775,10147.4518743128,4659762.92087554
621,654,110654,915.13,5,690.2,147,120556.167785,72169.6107631,0,0,60408.9072659,0,762.2,119.6,127602.033017,88144.4489464,0,0,66030.0277899,0,819.3,115.6,136555.907995,96076.1080815,0,0,73423.4331389,0,862.2,253.5,139438.908023,98415.5479325,0,0,78144.8802638,0,18032.4577277886,15458749.4780982
622,661,350661,903.16,4,0,44.2,227490.697065,47165.1861242,0,0,47165.1861242,0,0,70.6,256525.385053,43961.6811175,0,0,43961.6811175,0,0,95.2,283550.913639,57586.782271,0,0,57586.782271,0,0,138.8,298246.159783,50162.5929395,0,0,50162.5929395,0,14857.4956868069,9633584.4393078
623,662,350662,933.04,4,0,853,315560.991016,67693.2631312,6879.70126732,189.107724533,67693.2631312,189.107724533,0,2173.7,350312.509917,61590.3675878,8302.00840001,460.043432593,61590.3675878,460.043432593,0,2918,415900.328512,87046.59042,9389.12730311,596.051410402,87046.59042,596.051410402,0,3688.3,435639.268111,76701.5588754,9523.74302339,568.491124325,76701.5588754,568.491124325,12762.3214096595,7304122.47747216
624,669,350669,833.67,4,0,12769,399133.273772,83175.0628504,20322.0221384,2584.90751994,83175.0628504,2584.90751994,0,14312.8,444522.829107,77124.5806587,35768.6625296,8159.54443891,77124.5806587,8159.54443891,0,15798,500658.689366,104820.690176,38801.603459,9319.13257392,104820.690176,9319.13257392,0,17118,478450.067602,83029.6855933,40196.3851043,9783.37955726,83029.6855933,9783.37955726,10353.8215789943,5893134.00118061
625,658,350658,452.74,4,0,0,266786.643157,66504.7819981,0,0,0,0,0,0,7.19153678152e-231,3.62287149504e-231,0,0,0,0,0,0,322459.716215,71918.7655566,0,0,0,0,0,0,345085.058887,64661.5797799,0,0,0,0,7837.85859967212,3201378.54921736
626,665,350665,523.19,4,0,108.3,322915.328022,81258.7056619,0,0,81258.7056619,0,0,508,341619.796634,67231.5923865,0,0,67231.5923865,0,0,656.5,388697.690219,88384.9907003,0,0,88384.9907003,0,0,2534.2,411869.755196,79448.2714857,0,0,79448.2714857,0,8953.71519946111,3777725.90694675
627,660,350660,302.86,4,0,376.7,274277.138608,68449.9810082,0,0,68449.9810082,0,0,1000.5,299295.329353,56586.0192925,0,0,56586.0192925,0,0,1187.5,352495.996306,77923.352472,0,0,77923.352472,0,0,1433.2,363090.576659,67536.0435817,0,0,67536.0435817,0,7468.06078541238,2615007.04054777
628,666,350666,394.25,4,0,192,313328.515595,78747.1559144,0,0,78747.1559144,0,0,1139.8,349749.388398,67672.4599069,0,0,67672.4599069,0,0,1635.7,410174.213112,92249.5130021,0,0,92249.5130021,0,0,1905.2,430253.374756,81394.1338187,0,0,81394.1338187,0,7311.05219976102,2937936.43865477
629,674,350674,639.5,4,0,0,222123.732937,91601.0383705,0,0,0,0,0,0,225665.348848,89924.4822715,0,0,0,0,0,0,294358.987149,94859.1437251,0,0,0,0,0,0,302750.780843,98044.5854336,0,0,0,0,17419.1968128131,16464996.7511928
630,671,350671,1868.95,4,0,0,146482.163866,56655.9443362,0,0,0,0,0,0,154996.300875,55629.9023917,0,0,0,0,0,0,184610.754416,60474.6385695,0,0,0,0,0,0,195165.214619,62087.9196484,0,0,0,0,27186.1894329912,29881567.1230783
631,670,350670,1052.38,4,0,0,203457.661074,73286.1196893,0,0,0,0,0,0,215839.630164,70204.5830613,0,0,0,0,0,0,249141.086301,79438.7949922,0,0,0,0,0,0,259146.172543,81513.3206617,0,0,0,0,16627.588734101,8113360.44871763
632,673,350673,610.86,4,0,0,206133.023033,78969.1870251,0,0,0,0,0,0,219291.12872,78023.5784966,0,0,0,0,0,0,261278.7931,84974.3537877,0,0,0,0,0,0,276365.262273,87244.3043051,0,0,0,0,21077.6279849221,28597874.8359047
633,675,350675,445.09,4,0,176.3,319678.963808,79423.1059791,0,0,79423.1059791,0,0,1766.8,326285.101602,60704.4156598,0,0,60704.4156598,0,0,2230.7,381860.458008,91592.9039084,0,0,91592.9039084,0,0,2701.7,397666.813635,84619.460465,0,0,84619.460465,0,10215.4659569294,3883850.42969973
634,678,350678,349.42,4,0,925.2,297611.663454,66126.1340106,0,0,66126.1340106,0,0,3671,305888.946092,51898.3178105,0,0,51898.3178105,0,0,4652.5,350824.532083,71316.1199071,0,0,71316.1199071,0,0,5561.5,355921.111603,69582.8487618,0,0,69582.8487618,0,9460.65978268022,4780294.30171977
635,672,350672,333.52,4,0,0.2,265043.31225,65083.0869048,0,0,65083.0869048,0,0,36.3,265792.142376,48712.9819245,0,0,48712.9819245,0,0,69.3,313029.482094,75840.8780759,0,0,75840.8780759,0,0,71,327515.064058,70342.1235795,0,0,70342.1235795,0,11493.0845889102,6327203.29628428
636,679,350679,261.97,4,0,0,311144.032537,77111.0416155,0,0,0,0,0,0,7.19153678152e-231,3.62287149504e-231,0,0,0,0,0,0,371814.7535,100732.832139,0,0,0,0,0,0,395609.004926,93038.4921361,0,0,0,0,6713.74916297522,2762556.5548394
637,680,350680,689.16,4,0,118.8,322488.008565,77406.4696229,0,0,77406.4696229,0,0,1596.8,334718.50598,97839.7827765,0,0,97839.7827765,0,0,3379.8,406488.857091,98632.7639496,0,0,98632.7639496,0,0,3584.3,440053.61763,103514.332851,0,0,103514.332851,0,10289.1746098244,5762067.53284155
638,682,350682,327.12,4,0,0,271536.690816,110343.461488,0,0,0,0,0,0,296937.191608,116499.683591,0,0,0,0,0,0,370819.067571,109139.674922,0,0,0,0,0,0,395742.783109,104881.857611,0,0,0,0,8218.88088069441,2805432.62757155
639,686,350686,569.86,4,0,132.3,206716.176348,74446.0618841,0,0,74446.0618841,0,0,157.3,219278.035586,71340.9416586,0,0,71340.9416586,0,0,158.3,253254.304607,80713.9858012,0,0,80713.9858012,0,0,153.2,263421.336057,82826.414388,0,0,82826.414388,0,15219.0847350693,4183021.37477754
640,687,350687,582.49,4,0,228,238864.69293,90974.3319494,0,0,90974.3319494,0,0,284,254263.655219,89999.207673,0,0,89999.207673,0,0,284,302523.571061,98029.0103798,0,0,98029.0103798,0,0,284,320523.95909,100725.723062,0,0,100725.723062,0,12002.5351385531,5352202.18641682
641,691,350691,211.19,4,6,56.5,259806.961343,109902.15934,12010.5909324,9993.22992449,113038.379503,9264.4806493,10.7,62.5,280175.538978,113993.599226,23358.6002155,14296.1780041,120879.983238,13654.7582444,17.2,49.3,360513.023712,120005.548111,25401.5128126,15342.1614271,147701.036298,14545.3885664,18.2,76.8,374452.119216,124660.128074,27195.6590809,16044.2116539,148096.964868,15607.2839555,6372.78845485323,1683645.89703063
642,695,350695,301.09,4,398,300,234065.42604,100026.661361,10216.3765664,8933.04970575,110882.580641,6073.24500019,498.3,394,252637.109664,103803.686107,23628.3894099,14085.1201128,120585.915078,12524.7694392,612.3,547.5,327097.876946,109899.400117,25615.4138039,15094.5094754,152050.133506,13981.0126123,676.2,640.5,338794.253697,114024.133221,27364.8606517,15769.914965,159125.5572,15065.7664488,6156.37759765714,2124275.12158575
643,699,350699,181.41,4,285,64.7,273876.971974,116653.771108,11908.8537057,9498.15464808,132658.764949,6212.08736582,349,92,297923.813217,121727.79768,22681.9002832,13477.841792,146760.410119,11666.9204437,425.7,134.8,382007.429472,127628.316356,24658.9534371,14454.2385203,190277.671246,13169.1909403,471.2,175,394683.611247,131462.982368,26315.5546698,15102.3779424,198702.19895,14302.9241708,4696.10384514852,1279854.37759912
644,701,350701,218.75,4,390,117.7,270620.217592,118730.662363,0,0,131022.643609,0,467.7,86.9,297265.223151,123295.993806,0,0,147488.473239,0,527,70.9,374014.497491,127174.835885,0,0,191924.335078,0,560.5,123.7,390201.665211,129009.165763,0,0,201156.985668,0,6045.01967581792,1557775.69595468
645,696,350696,315.67,4,1337,940.5,242354.959419,107784.364162,10033.9441778,8248.47143018,116097.903439,5778.44480899,1423.3,1281,261540.944712,110678.048958,19718.7704519,11882.8909148,125180.642652,10541.7685612,1480.8,1556.7,334123.63974,117727.799874,21404.9717818,12771.6978891,154972.363242,11788.7244002,1523,1759.5,346813.613408,120065.742136,22873.1107485,13356.0982531,160987.150356,12700.3569842,6301.6908489293,2226629.54597658
646,702,350702,139.11,4,253.7,303,265490.207324,116807.241924,11530.3544303,9522.68158042,125329.19066,7087.67626367,285.5,380.8,287486.618474,120502.369809,23871.2602532,14108.1307697,135051.094463,12862.5405546,312.7,501.2,367861.663017,127634.581798,25899.5579138,15157.7141096,163264.624542,14315.9985287,339.2,553.8,369303.108727,129291.689043,27649.2672089,15851.2112396,166144.839673,15323.3460603,3994.03600491412,981230.603195865
647,703,350703,237.82,4,593.2,59.5,263326.198663,118664.561002,8208.92762421,6474.70689241,128765.7718,4144.38648341,604.3,67.2,289601.243047,122940.98356,14411.6219934,8699.86442922,144674.529514,7336.50124641,614.7,94.7,351565.941824,125334.975083,15736.708733,9321.00218529,180261.16944,8346.66747429,632.8,82.7,364157.377256,126863.537493,16795.5140499,9721.53131008,191198.313976,9072.37929297,5790.84473786679,1677450.25521686
648,683,350683,502.63,4,1,139.3,328290.067762,80448.5155998,9770.89443305,1767.81915585,81611.7324582,1811.47089427,1,1642,333147.343679,104749.528445,0,0,104825.694328,0,1,1421.5,428986.196221,105799.437465,0,0,105959.343298,0,1,1422.5,460378.768793,110985.317045,0,0,111163.555639,0,10752.1477899693,5002849.52342805
649,706,350706,529.72,4,62.5,927.8,263392.059023,110000.448419,0,0,112328.766347,0,73,1102,324395.142199,115252.487465,0,0,120850.227795,0,80.8,1450.3,368771.033381,117355.059596,0,0,124679.061288,0,87,1822.3,387225.856425,115157.188157,0,0,122740.99061,0,9939.15485468564,3960294.62738061
650,707,350707,220.47,4,431.8,372,279655.529295,124477.431501,0,0,133474.20564,0,1029.3,392.2,307862.900321,127134.183932,0,0,150589.391027,0,1470.7,521.3,367797.177438,130902.142441,0,0,183448.943242,0,1853.7,648.7,382313.326818,130259.643445,0,0,193568.00245,0,5770.54605995515,1724379.11483639
651,708,350708,113.59,4,97,275.3,265316.843694,120149.652212,15405.8061913,5969.04815699,124366.030418,6634.86888966,581,712.6,329443.012114,135274.127558,0,0,154242.811257,0,1040.5,324.5,360940.23738,129303.720354,0,0,181138.771542,0,1225.8,237,379388.104984,126770.149991,0,0,196642.312666,0,3878.85363102068,801353.906494444
652,2249,492249,174.8,0,319,744,169998.255755,86697.7911029,0,0,85183.4757759,0,330,1051,202202.008362,111721.331068,42264.4573128,16739.8042138,107936.130893,18487.4855162,345,1089,223203.705173,139626.270376,43007.0047132,19378.0249833,131215.612311,20588.2111339,346,1170,246900.333199,153780.249156,45414.2767394,21347.7273859,146297.04074,22433.9322071,4922.2936759335,1219720.10027183
653,2253,492253,102.23,0,0,0,5.99778364147e-231,2.94422770863e-231,0,0,0,0,19,129,212098.327039,122181.533901,67531.4820317,26179.3655514,118712.77856,27953.1910781,19,635,250097.024633,158876.437757,76270.0795137,33268.2471702,157395.764022,33634.7988553,20,1218,280292.166713,181222.481011,83418.5436418,37060.0799797,180315.925153,37290.5334654,3760.15422364784,713001.75849869
654,2254,492254,103.06,0,0,730.9,157299.560197,78133.8482181,0,0,78133.8482181,0,1631,513.1,206372.780979,116773.462687,65380.4354151,25273.5867852,105716.486864,31888.3076407,3055,1194,235066.837129,148976.833063,68554.353312,29733.6952535,127840.331634,34946.8559758,3560,293.1,263064.972468,169739.798694,75648.5836798,33063.5259796,142586.328423,40335.698478,3491.16900368828,718572.660659124
655,2255,492255,81.2,0,0,370,174308.799138,87374.0500681,0,0,87374.0500681,0,1092,1767.4,210235.479859,117491.82433,81543.9090047,31701.2097825,111111.91572,36867.1940447,2384,429.1,238024.857629,149094.299898,87917.2012728,37297.5207307,127131.227566,45421.9507969,2628,449.1,266878.461504,170083.449975,96208.8142106,41971.6977528,145676.080872,50888.643928,3256.37081687879,566178.801387989
656,2256,492256,218.52,0,0,0,187034.454418,95300.750902,12257.4179949,4174.01534205,0,0,0,443,205344.879722,113488.468687,37065.3320475,14016.1282325,113488.468687,14016.1282325,0,1744,242211.024751,150574.494742,24374.1682022,10829.0081817,150574.494742,10829.0081817,0,3407,271467.724921,168077.692196,37846.0002603,16884.3527818,168077.692196,16884.3527818,5180.70956390266,1524141.871197
657,2257,492257,122.47,0,0,217,194377.766696,99148.1346451,23725.1652579,8482.73395622,99148.1346451,8482.73395622,0,561,215837.701173,119895.05325,38924.8732323,14817.290519,119895.05325,14817.290519,0,1080,245650.540873,154685.387191,9345.30402626,3830.0701691,154685.387191,3830.0701691,0,1686,278194.462737,176105.080736,34068.2784454,14327.0077846,176105.080736,14327.0077846,3713.10972860327,854177.467778521
658,2258,492258,147.8,0,160,728,178010.034706,90290.0091015,18081.6712108,6196.89217215,89390.8730153,7025.44340261,574,1312,213552.858567,118596.699478,26908.1770146,9975.59691654,113476.741708,11639.5287427,738,1201,241405.710477,152587.724668,0,0,138702.404608,0,752,1204,273903.623615,173819.086627,29679.1416132,12009.1270646,159516.966999,14127.911775,4085.37987722443,1040113.56477263
659,2251,492251,397.72,0,1,2372,187285.201868,95152.810523,12907.8858922,4470.21840274,95150.0499362,4471.81966503,1,3412,229406.218885,125944.392034,30615.3215505,12077.0595884,125938.358569,12079.0050867,1,3729,237944.8093,146905.257522,31325.1725511,13830.8907932,146894.088497,13832.2309087,1,3879,265742.484901,162793.3156,36587.4339491,15805.8401708,162783.741481,15807.6899141,7946.46115583396,2784558.65227088
660,2259,492259,159.79,0,0,97,178381.975624,89291.2611917,17001.9661269,6232.56607577,89291.2611917,6232.56607577,0,915,207487.393041,112495.101509,79100.5538516,30908.8968719,112495.101509,30908.8968719,0,1375,235498.944171,144161.552349,80962.3234312,36372.7432124,144161.552349,36372.7432124,0,3129,267820.120143,165018.16436,87432.8772911,40986.4886193,165018.16436,40986.4886193,4382.61766850608,1114240.98717065
661,2505,492505,95.11,0,390,222,112938.991802,65142.7810714,25422.0098909,10491.5325626,57559.2189838,12045.176704,395,222,121774.759799,82666.3415848,34536.4621014,13674.5464221,66050.7142411,16576.7010162,410,223,133642.879803,103325.662054,36751.6335377,16112.0959137,77572.809895,18598.2577095,424,263,137529.838125,118872.40718,40218.1755611,17925.8363642,85155.8592703,20692.8837366,3248.831332174,660441.34206476
662,2504,492504,95.68,0,279,214,123259.808498,70637.5039813,24472.6596378,9765.40243523,63277.6526825,11398.4185111,295,228,122826.447109,82564.104197,30015.0372654,12036.1584862,67673.740551,14256.240974,306,254,138553.572512,106391.237463,32112.4654768,14230.3220093,82996.3224093,16069.3500907,310,267,142267.3577,122232.911406,35785.1697949,15809.1028454,90945.0872424,18149.4574547,3273.8043276048,664390.844903909
663,2508,492508,95.64,0,323,818,119104.821712,71590.9744653,19886.8654443,8660.62659926,65740.2913954,9151.69726593,341,808,129036.632812,89274.5453389,30574.0230996,12406.7140331,78210.9839434,13772.2378493,355,808,133600.208005,104231.490278,32781.180556,14599.3504322,88729.1076274,15794.0556376,369,826,138789.102362,120630.447913,36166.9850897,16551.7079005,99733.3292761,17861.8357128,3253.44130481326,663987.396245651
664,2509,492509,95.51,0,356,600,109304.580118,66035.254888,24288.6253686,10308.0790934,59260.8174794,11191.8059575,376,622,118688.711909,82262.1497258,33266.6377544,13484.2094413,70005.713713,15270.2630615,386,623,131603.860446,104449.562122,35510.8177386,15873.3838703,85343.6175287,17379.5873413,388,648,136332.738723,121075.780527,38589.1824297,17605.3441172,95884.2426523,19257.1624894,3257.69126411031,663078.136536132
665,2506,492506,125.12,0,371,174,113637.815366,66717.3080321,23486.7422684,9722.39893944,57829.4338463,11191.1628745,512,88,122586.54577,84647.7283116,28347.2770926,11048.334707,63579.4713115,14022.9173533,636,126,134384.034941,106454.540769,29633.9413424,12674.4550753,73982.9528831,15296.2853467,697,96,126588.35067,110494.584646,31205.3096381,13686.3757415,70961.5964346,16558.7316108,3740.59073730534,868754.84525623
666,2510,492510,92.81,0,199,558,112179.180884,68371.0260226,24641.9913646,10530.546974,62772.835565,11189.4531738,263,670,121899.74658,85234.7999214,30055.07408,12117.5854929,74800.4128293,13441.605642,376,600,124414.933153,99898.1163873,31647.4209184,13958.8210218,81113.8473204,15410.2132971,434,629,128437.843054,115506.875951,33368.2320607,15190.7221449,89380.1647352,16732.7145076,3211.03033831165,644363.348088407
667,2507,492507,118.53,0,346,82,103850.200574,61453.8733365,9136.37791228,3977.50047006,52070.266111,4432.03973772,363,31,112213.675497,78005.1160035,10654.5715675,4198.55897563,57415.5390409,5319.22728609,363,30,123268.002516,97832.6654589,10846.0332979,4689.22518754,66139.095211,5656.33342446,374,31,126609.705352,112167.768053,10919.6682584,4911.63946654,69928.3349181,5827.97693895,4171.37529752057,823661.466949672
668,2511,492511,122.69,0,396,107,106415.724746,64860.1769578,11861.4915439,5166.61117357,53716.1142841,5745.81488237,471,61,115442.613126,80890.00464,14053.1454651,5523.08651208,59548.7672343,6984.20631782,502,96,127850.816159,103069.16088,14380.6879104,6225.93091469,70448.1771149,7433.9975456,533,66,131150.531102,119070.309095,14501.8488622,6586.48832276,73518.6437069,7718.6983665,3716.10773542391,851761.026848998
669,2512,492512,185.75,0,283,39,95361.4993824,57583.9385509,0,0,47494.178127,0,307,146,103185.851438,72098.7940559,0,0,55869.8857656,0,353,124,114105.593483,91078.1270732,0,0,64799.0808115,0,387,60,116371.533162,105204.591019,0,0,65825.4236027,0,5369.34027706864,1297095.57811294
670,2694,492694,405.13,0,2,0,60949.0964475,39322.8667424,0,0,29919.0549882,0,2,0,67149.7505773,51397.3174149,0,0,33827.9459114,0,2,0,81927.1764594,68423.7536763,0,0,43043.1749093,0,182,875.9,101959.928119,112693.865615,4701.45303661,2707.13497849,96551.5833454,2656.85579332,7121.10941370994,2805819.60012487
671,2704,492704,273.23,0,18,10,73863.0871097,48134.4860696,0,0,38803.1432421,0,18,10,79016.3274548,62595.0808903,2208.74789155,913.148636395,44789.2903216,1069.06235404,120,382,94953.0753779,84057.0093628,3381.88034814,1619.36734306,71270.9951158,1678.2702617,350,127,97071.0132999,109281.651927,10941.1303931,6642.34477705,61491.056506,6004.68775748,5635.76254671944,1890630.0089497
672,2699,492699,327.97,0,34,6,73372.3304727,47799.7512424,0,0,36956.7425742,0,34,6,78492.9590117,62146.5033799,0,0,41387.7597831,0,40,272,94496.5169576,83493.8721073,0,0,76091.7541829,0,287,93,96819.0524156,108485.064407,10401.2517581,6252.63167261,60408.4704981,5688.43316415,6464.91951202315,2273046.84349264
673,2701,492701,286.51,0,12,475,86554.1133371,56190.4091664,0,0,55519.7480709,0,12,654,93604.6891229,74112.1694632,5687.92942398,3020.14923055,73164.8253672,3014.71096044,12,815,110341.829583,97923.9793943,8733.83701903,5221.61292553,96834.8373929,5204.35663136,12,956,115803.658556,128339.220592,9663.98918256,5881.54665794,126830.667136,5865.85376132,6878.12835810469,1983083.10945007
674,2700,492700,247.5,0,14,4,80841.6254433,52555.9860483,0,0,41267.2925203,0,14,4,85417.8746144,67525.5188036,5784.65393423,2843.35136158,46112.8635188,2905.22252241,14,211,101970.065638,90550.4323853,8662.54261545,4811.36484864,86404.2218442,4782.18778703,416,122,106656.447677,119850.687888,9994.08564918,6014.47293663,65836.3641926,5458.90881008,5614.31549681134,1713029.24464628
675,2698,492698,626.94,0,27,15,68407.307436,44684.5981604,0,0,35959.6147193,0,27,15,73296.2384167,58137.374192,0,0,41563.038937,0,29,27.2,88447.7351239,78200.5658662,0,0,56943.7569426,0,433,1217.9,89727.6986287,100258.103291,6460.2471349,3907.95044934,79541.4878015,3734.41113946,8364.83836148878,4339536.80764268
676,719,350719,133.53,4,439.3,241.5,251719.082174,124772.805286,23871.8993371,14991.6977355,123821.955444,12413.9954872,441.5,279.8,280440.804478,128285.005958,27758.0595011,15764.7404155,138133.163757,14414.670081,443,287.3,342479.170518,135468.899893,31209.2922882,18084.7674637,168632.931675,16825.8063887,443.3,309.2,360288.115553,135709.563523,32906.1638851,18886.7979117,177842.997234,18013.0337922,4460.17443733596,941449.286661707
677,721,350721,208.65,4,458.8,48.3,213585.140616,113290.600409,8967.54034665,7268.13277029,105260.901682,4542.87497053,484.5,95.8,242056.4677,117696.761346,17352.0468757,10240.9580873,121556.059468,8877.25721226,507.8,54.3,310776.845626,125516.878012,24706.8022118,15658.5869251,161268.450835,13122.9928932,527.7,56,328477.155849,127230.423759,26489.6889803,16469.740862,173880.063445,14357.413992,5919.047126525,1470857.85853318
678,720,350720,91.64,4,324.5,32,226674.43771,116973.922376,18139.8776476,12039.713667,111534.602089,9049.36730135,326.2,33,246525.422536,119616.216068,21665.8256982,12740.902698,123969.92282,11003.129342,327.5,33.5,320859.113657,128379.547976,24548.4272486,14816.5779513,166524.092722,12995.2177274,327.8,34,341401.449644,131510.943271,25940.7518842,15436.4306099,180742.473516,14020.8239584,3425.09693284187,646058.841581783
679,724,350724,151.79,4,516.8,51,239916.533099,126420.37419,12452.1770992,8877.33810099,118171.263898,6240.34195262,528,53.7,273878.458288,129349.792066,22016.6619105,12281.2086949,137551.204528,11149.3002274,540,74.7,339007.102772,140044.183919,32334.03712,19375.0413098,175529.673805,17149.5120191,552.5,57.3,363273.119486,140426.932597,34639.6337411,20444.9827358,192347.843865,18713.6457993,5315.57409013586,1070034.6269769
680,722,350722,255.17,4,42.3,125.3,219903.446563,116184.627894,0,0,112828.143054,0,69.7,138,238278.402994,118040.878678,0,0,119040.335873,0,88.3,195.2,308099.183951,125708.099423,24537.9204865,14537.4365916,142438.679316,13776.0810387,104.3,145.7,330462.969709,129726.402331,26586.9410436,15482.0532871,157075.064517,14800.7314522,7651.57895611319,1798712.45940997
681,725,350725,175.71,4,525.5,52.3,236845.574143,129383.585731,5899.46087029,5156.92720262,116875.259254,3001.27687241,534,54.8,272726.434758,134084.881664,12679.4247164,7612.17578269,137228.535708,6447.69863386,543.7,55.8,343352.347541,148356.882251,45097.7278172,24869.9701264,178752.663225,23753.780698,548,57.7,373946.716416,149855.309754,48623.8792398,26585.3145804,198240.349672,26157.2286965,5468.00310805419,1238599.88346824
682,727,350727,244.97,4,766.7,170,240614.937258,138019.338821,40750.3973451,22885.801835,120068.347333,20286.6943977,770.7,178.3,293033.61937,146590.329646,56189.4544751,28156.4029258,147513.579144,28290.8249062,774.2,180.8,384191.492726,163378.737745,69802.1910575,37719.0518745,197643.724479,36787.2370181,776.5,185.7,416934.907504,164195.64898,74220.7326355,39793.1536542,217261.835001,39879.045136,5584.46013473969,1726546.68242479
683,728,350728,719.49,4,0,0,219113.803184,117304.593511,0,0,0,0,0,1.3,249884.294781,122152.291855,0,0,122152.291855,0,0,4,308377.77815,129912.155555,23948.4086688,14154.5174526,129912.155555,14154.5174526,0,4.3,326439.389465,132671.475833,25893.5723889,15076.5298127,132671.475833,15076.5298127,10428.5814451434,5097237.39731161
684,731,350731,518.16,4,1,0,212968.556277,123936.305623,0,0,104543.271638,0,1,0,251965.490878,133317.028527,0,0,126932.340384,0,1,0,329396.689677,149762.090093,19351.3745667,11566.0020037,173059.538251,10166.8901115,1,0,359517.349166,152091.31919,20903.8867073,12307.4818298,193223.336342,11234.8367651,7763.58552773678,3651302.6646175
685,732,350732,221.51,4,703.5,94,233073.035638,135871.548067,0,0,115733.174418,0,723.3,96.5,279346.198509,146915.761242,0,0,141115.712089,0,733.3,92.8,351254.883616,160541.750733,18579.9441589,10908.9466269,183047.133921,9833.12268714,744.2,113.7,382549.119416,163149.683613,20058.8783718,11616.4351788,202380.461938,10844.1035648,4974.30179121358,1560880.43044945
686,730,350730,101.99,4,204.2,66.7,242696.464876,134429.521745,0,0,121249.596371,0,204.8,71.5,281980.300706,141660.572238,0,0,141994.188432,0,212.5,67.5,361785.227334,156708.8659,40698.0246223,22234.9843898,185303.824874,21504.0481328,214.8,70.2,393995.757373,158220.318735,43921.061967,23806.4963819,203755.64968,23635.4999341,4560.01715614329,718807.552938721
687,733,350733,531.58,4,0,740.8,219387.48334,127930.839632,0,0,127930.839632,0,0,805,235300.53544,130686.04631,0,0,130686.04631,0,0,816.2,315320.133857,144389.260125,0,0,144389.260125,0,0,815,339791.765224,149309.776392,0,0,149309.776392,0,9676.05324612356,3744345.46761059
688,734,350734,569.44,4,0,1206.3,224784.26528,134185.817982,0,0,134185.817982,0,0,1208,263501.892916,143893.231363,0,0,143893.231363,0,0,1238.8,348633.282637,161317.961702,0,0,161317.961702,0,0,1257,379774.240514,163979.183435,0,0,163979.183435,0,9984.54000522271,4011006.61624389
689,642,110642,258.34,5,56.5,602.3,241354.103521,100687.192282,19552.3928302,5300.28454949,103541.410526,5989.80129204,182.5,794.8,225118.730867,112669.569897,36484.0111505,12471.6637591,112900.698234,14321.3626342,260.5,1147.8,258761.961802,120749.281493,38611.7370522,13919.7368084,125334.603408,15840.2173336,312.8,1117.3,265390.441679,121987.329691,40205.6219234,15009.6504146,129058.951093,17269.7625732,6229.41058058504,1861753.22685253
690,738,350738,482.31,4,225.8,27.2,265454.572597,90734.7678966,0,0,128098.511381,0,233.3,32.3,244771.925133,98598.5629632,75422.6909196,25107.4762594,121697.396615,37155.3072811,238.7,30.8,303663.068153,110015.993191,80683.574331,28212.2698324,156395.39706,41489.7107325,244.3,41.5,310914.483858,109614.682904,83048.7994227,30350.6528014,162292.237178,43439.7322296,9796.31297824818,3486839.76821036
691,743,350743,187.02,4,0,0,410276.975746,95805.7333175,10740.3163331,776.978421676,0,0,0,0.3,449897.012497,98382.6987578,17150.364137,2613.08299795,98382.6987578,2613.08299795,0,0.5,500069.421606,122097.2815,18654.997372,2998.1680318,122097.2815,2998.1680318,0,0.7,528103.733966,123118.808331,19195.1608005,3136.73227354,123118.808331,3136.73227354,4849.50924864596,1385988.18874086
