FID,TAZID,CO_TAZID,DEVACRES,SA_2016,HH_19,JOB_19,JOBAUTO_19,HHAUTO_19,JOBTRANSIT_19,HHTRANSIT_19,COMPAUTO_19,COMPTRANSIT_19,HH_30,JOB_30,JOBAUTO_30,HHAUTO_30,JOBTRANSIT_30,HHTRANSIT_30,COMPAUTO_30,COMPTRANSIT_30,HH_40,JOB_40,JOBAUTO_40,HHAUTO_40,JOBTRANSIT_40,HHTRANSIT_40,COMPAUTO_40,COMPTRANSIT_40,HH_50,JOB_50,JOBAUTO_50,HHAUTO_50,JOBTRANSIT_50,HHTRANSIT_50,COMPAUTO_50,COMPTRANSIT_50,SHAPE_Length,SHAPE_Area
80,1975,491975,307.2,0,225,23,71972.4388715,78815.2841184,4395.4504635,2866.57288581,37408.0511616,2191.53776055,463,299.1,154376.113964,137245.398058,14996.3714347,10362.2576695,92372.9932725,8244.04697749,749,272,195785.661711,177410.932993,15071.1951637,11476.283657,114806.955135,8488.25189643,961,176,228514.470205,209529.376666,21741.6342714,14349.0069169,130585.994738,11923.7998748,6054.98072115163,2145367.95310927
81,1976,491976,303.26,0,600,385,51837.3052564,67396.4667434,4694.35286567,3164.7720875,35494.7665506,2510.48315435,948,536,140137.618192,123191.281071,10218.1242356,8642.87555049,82256.4678444,5922.43751229,1015,507,179792.846541,163993.862083,16510.9752436,12065.0598998,108914.740859,9379.39763484,1016,555,213202.439723,194566.726079,20654.6396768,14003.1319534,132738.223824,11759.5640969,6183.75973428227,2117684.52310591
82,1977,491977,116.36,0,441,119,56348.0824268,71662.7550274,4400.51925015,3185.77165577,32807.3224822,2280.11721678,480,130,143242.022454,125068.377332,10364.1284739,8352.45945422,78512.7781071,5597.0630802,483,130,183644.149151,165813.227958,23042.0562428,16049.0229817,105072.741453,12594.4197422,483,138,204748.802836,195527.967699,29367.077592,19012.5050942,121422.180231,16213.2442006,4207.39419308784,812598.264200646
83,2191,492191,228.89,0,70,386,147116.674437,102268.026912,37821.4778467,9456.66587314,94161.3508984,11914.0836845,694,73,213663.482687,149931.989672,83676.0050286,32210.4009472,109765.415748,41652.9927212,1004,288,264285.776672,193120.329393,90618.0517459,38869.1040669,145958.928664,46464.5281755,1176,485,298236.096795,218275.801196,106705.119628,46333.7199003,170808.814412,55350.3252461,5108.30526234055,1598522.79924688
84,2192,492192,205,0,74,113,145330.670531,97891.19867,21999.699677,5079.48449473,82716.0307853,8348.72983919,458,127,202294.38612,140012.795649,58038.0519898,22517.5873696,106579.878802,28414.069452,1234,139.1,263241.406608,188792.150369,63426.2083947,26952.5635297,141125.596163,32966.8895318,1346,154,297990.620656,214258.470033,76072.9230089,32293.2839712,163289.811391,40387.8039113,4793.66761904573,1433348.7625483
85,2195,492195,189.79,0,101,231,151204.996378,92160.0726524,0,0,83710.6915807,0,246,23,204977.461643,132379.912594,24330.9532462,9152.61254584,104571.046413,12117.5255228,314,91,236518.743852,165639.556194,26854.2193615,11204.0281635,129730.545425,13724.9260122,361,31,267279.783525,187147.255953,35331.8175772,14716.1199021,145569.00341,18800.6470889,4781.93764213135,1325134.23651329
86,2199,492199,240.78,0,18,86,150231.07968,89890.7112539,0,0,85064.7844086,0,109,15,206266.472461,131593.157711,0,0,105705.303713,0,202,62,235469.032942,161554.314431,0,0,128966.500337,0,250,25,263860.394006,181319.993617,0,0,143827.359021,0,5721.52913340305,1740708.97055379
87,2228,492228,248.11,0,233,515,173613.772285,89419.3695373,6673.2602868,3004.4952829,87407.476281,3134.62176426,244,599,207082.12998,115471.117061,43453.2244751,17012.7446344,110486.292759,19193.4608591,261,583,225955.14401,142770.70642,44517.3796153,19877.1698141,131702.384078,21492.7334939,287,583,248163.522197,155805.832667,47085.3781082,21931.0038738,145082.871912,23544.540967,5315.90533225175,1734769.98057071
88,2229,492229,277.52,0,300,191,165012.014269,85144.1056265,6980.57795172,3108.12492954,81988.3497193,3350.81844584,311,205,195906.723096,109468.275871,23555.3106405,9430.55630371,101378.144378,11259.19895,326,223,214004.71496,136450.066111,23993.2761804,10996.8810638,118783.623004,12180.3451624,344,209,234230.801521,149172.271432,24992.8928944,12064.5900319,131619.417101,13095.7676295,5809.61157425327,1936530.38143776
89,2543,492543,242.7,0,119,255,88486.3065317,57419.5391673,0,0,50604.9452802,0,149,447,96650.1737969,71377.19848,0,0,62342.9115473,0,175,433,110530.226582,94519.2819108,0,0,78671.735746,0,192,473,113961.281282,111282.332727,0,0,89753.5703383,0,5279.50648539505,1683597.52146364
90,2544,492544,226.52,0,276,180,82141.7043807,53510.7742811,0,0,43520.5188603,0,282,200,90321.8698412,66641.952716,0,0,51066.2619124,0,293,199,103472.085543,88120.2251103,0,0,63240.3910437,0,311,218,108463.672574,104798.064747,0,0,71019.562928,0,5390.70927283659,1571358.44800088
91,2552,492552,635.39,0,245,307,83785.4374289,55308.9326459,0,0,46529.4455054,0,327,377,91181.8455714,70119.3544356,0,0,54820.2485268,0,383,626,103060.087975,92379.0623534,0,0,71809.5329928,0,442,738,106354.582076,113765.832795,0,0,83932.3239339,0,8942.39512290653,4404060.24630956
92,2554,492554,373.73,0,52,187,84341.3663331,55743.1393962,0,0,50557.0327814,0,233,712.1,89920.9236647,69590.1876467,0,0,60025.4719503,0,493,694,103481.96211,94909.9103371,0,0,71604.2487211,0,700,738,103748.405721,116999.921513,0,0,77909.5136785,0,8336.31722827644,2589245.88819593
93,2627,492627,297.56,0,13,5,121647.187103,72137.1431586,0,0,61687.7618551,0,358,101,136553.735753,90033.8508997,10994.3233074,3637.88739842,71434.8782381,5302.07442278,472,45,158878.83605,121323.288576,17817.3340447,6520.66651033,85277.7972424,9225.44948686,522,43,144556.939174,133702.347911,28005.8591657,10789.6005287,80067.0134986,14871.1064415,6027.16072126279,2067611.0358821
94,2628,492628,175.24,0,16,161,144481.853216,79976.0998792,0,0,78452.0780486,0,245,1359,149984.080944,97608.7361443,12364.1213563,4362.49104881,91797.1211679,4854.3157104,509,1771,158507.93325,120617.571589,24373.3803073,9614.87354847,107413.861622,10743.0526607,552,1906,157623.005783,137129.709512,24147.8804558,9424.16896122,118775.658048,10668.7237133,4415.10597290178,1217764.70488827
95,2630,492630,646.35,0,8,9,107546.868563,64156.0130562,0,0,56835.8064216,0,8,9,116278.534155,81386.4715599,0,0,66828.2283091,0,110,169,132967.177769,108154.429225,0,0,86963.574071,0,307,55.1,123527.665348,131876.684448,13295.3566109,7176.38457077,72151.3757343,7148.32347554,9168.18126680729,4487267.1251906
96,2631,492631,426.6,0,2,5,113614.644154,67346.3969212,0,0,62149.518624,0,42,114,121923.844805,84677.7269742,0,0,74854.0486831,0,390,191,138216.522132,112291.408996,0,0,80735.9727728,0,534,45,134857.637074,139390.240354,24191.8184712,11286.5709019,75378.6559766,12927.6179301,7466.58032902585,3141912.64113353
97,2646,492646,275.4,0,12,8,105382.893499,63079.4341253,0,0,54529.1307587,0,12,8,114526.351427,80370.6783929,0,0,63395.7543966,0,102,346,131517.269624,106644.874342,0,0,93149.0355875,0,466,38,122427.166727,132963.637298,8406.69907568,4894.60765298,68618.7470635,4534.00176862,5611.82950887901,1922987.62543151
98,2647,492647,183.42,0,15,3,105938.942312,63255.0302733,0,0,53009.7872878,0,15,3,114858.98555,80481.7607096,0,0,59932.7567818,0,117,89,131381.743006,106746.344277,0,0,79796.3586299,0,219,120,130200.185994,141211.165947,19654.2915079,11234.0412915,86182.1013179,10715.8450804,4757.09067666272,1272941.39737465
99,2648,492648,376.05,0,1,7,114999.147087,68244.0735546,0,0,65585.8065984,0,1,7,123420.166238,85856.2978629,0,0,80624.508121,0,2,7.1,139938.439387,113868.895029,0,0,99786.5193932,0,41,11.1,135642.34556,145076.892379,22948.6032735,11324.4599637,82069.2092347,12205.5679795,6470.9457110376,2609823.22060088
100,2651,492651,271.2,0,15,6,89170.5316611,53415.6098746,0,0,45355.2482661,0,15,6,99363.5796478,68754.935883,0,0,53192.2618524,0,43,33.1,123347.354775,103015.226268,0,0,75807.91122,0,242,179,125737.2403,132933.370072,15456.5552462,9204.87865531,86168.4975417,8562.51895415,5636.06582937855,1881652.99780411
101,2677,492677,554.54,0,25,12,75257.7218467,48181.8571011,0,0,39086.1390233,0,25,12,82255.3581521,62931.0620962,0,0,45622.9389156,0,26,12.1,98105.8864055,83191.0888663,0,0,57760.9936773,0,429,235,99301.5059747,109820.664042,0,0,66209.340739,0,7983.01404344579,3841696.48295231
102,2678,492678,578.2,0,63,19,86915.2734698,55628.1256064,0,0,44337.0703328,0,64,21,93442.0654604,72404.6366345,0,0,50666.4891828,0,74,494,109061.079331,95430.5248436,0,0,86970.5281762,0,682,903.9,108118.529443,120660.832597,10028.5235084,7218.46911679,84130.1189951,6150.55099867,8042.40732603057,4005593.37120898
103,2675,492675,1009.27,0,24,59.1,62241.4563605,40263.7752449,0,0,35867.5919261,0,24,59.5,68665.0960277,52748.8673694,0,0,44674.99914,0,25,57,83657.521088,70065.7440529,0,0,58184.501423,0,25,57.4,90659.4657567,99135.0732058,0,0,76570.0842948,0,10837.8033378967,7000197.88322731
104,2692,492692,1115.9,0,66,22,60654.5595799,39835.6380806,0,0,31189.2652814,0,66,25.1,65634.5825561,51789.2470497,0,0,36075.2200513,0,66,26.2,80820.6066645,69851.7263159,0,0,47188.47754,0,108,752,84280.5002692,90568.7005439,0,0,81022.2005368,0,11808.9925478426,7727589.60092773
105,2731,492731,228.28,0,63,58,78025.4992278,51514.5994454,5433.50946277,3023.11386211,42414.2930223,2778.00478918,206,98,80176.6677636,64693.9485139,10059.5884971,6236.29995057,45088.9696824,5293.62496192,344,179,107051.847863,98043.2666065,14174.1173477,10492.4462341,65217.3061163,8100.70564419,456,57,111367.902876,127231.957037,20823.3854992,15190.2866986,64096.4464139,11443.2994716,5153.40175025668,1617278.67610619
106,2732,492732,178.5,0,154,231,80909.7114321,54859.7410064,11251.4186133,6053.19435008,46138.8699677,5747.93475828,280,468,87202.8839947,70022.0922293,11132.2417221,7324.17787613,55857.1555362,6392.53302353,339,465,103840.545876,95227.7681917,23676.0616655,15199.8660231,71590.4969398,13595.33081,349,687,109239.535573,123355.945933,30962.896179,20638.2296089,91943.8694457,18695.942523,4786.44929404398,1242084.33838329
107,2733,492733,506.25,0,1,3,84359.316048,55033.1076394,3714.91671396,2203.24300637,49523.9326262,2049.70676419,27,102,86658.9542166,69334.827497,6002.78087406,4093.46315333,60489.6202912,3725.08451851,119,94,103711.870188,93949.2807365,9703.94879159,6706.7975533,66061.9678938,5570.05233752,222,47,107330.992951,120845.025421,12998.8207929,8768.60963395,64137.6992631,7168.33047692,7855.02680550861,3548369.54604083
108,2773,492773,120.02,0,2,0,83701.4283337,54449.9606271,2759.66699089,1686.39606838,41087.8549949,1354.68174693,25,51,91140.1091602,72287.0814398,8681.10883789,4920.76681253,59280.3766011,4650.75712805,72,16,108054.137429,96796.4029569,13234.4640513,8385.51695447,60954.4588693,7102.91347496,129,11,110216.348642,122279.727273,18095.753552,11814.2779834,61998.6392542,9817.12773128,4460.69133673011,839600.707002809
109,2862,492862,3227.75,0,28,5,23328.5336083,17263.0279401,0,0,11920.0088022,0,29,5,25333.1208794,21740.2717685,0,0,13479.5348323,0,29,4,33248.2676322,29930.785336,0,0,18310.1921185,0,29,4,42753.874025,39424.0179699,0,0,24113.1705316,0,18955.737093393,22284158.042924
110,1804,491804,918.69,0,6,12,17295.8082731,22180.3538576,0,0,15272.3516575,0,6,45,50589.3115311,44997.4341448,0,0,40913.9190282,0,6,38.1,74130.0756368,61925.0041744,0,0,56625.8068574,0,6,123.1,88110.0218607,80567.3903233,0,0,77805.8339015,0,13357.6956727488,6394927.33320936
111,444,110444,160.58,7,318.5,28.8,115326.193798,100301.386071,21418.8601332,12627.5409592,58468.861821,10604.0363839,349.7,57.2,155020.605181,125585.166676,26220.3855186,15268.4562189,81709.8955374,13365.7919634,389.8,29,167123.761248,146336.312578,28347.1702909,17308.366225,90005.8326881,14983.9845913,413.3,45.3,173601.945783,154817.146869,32466.2690296,20345.7562666,96724.8111204,17610.20788,4282.62175779604,1147065.00946428
112,464,110464,160.51,7,582.8,403,114546.370245,97702.5252258,21101.3274483,12305.0987172,66739.4010594,10851.6927526,615.7,447.7,151800.853071,122661.648499,25878.856245,14960.5682979,88855.9152569,13552.6822596,648.7,454.6,163236.630823,141710.289955,28090.3601148,17011.7993677,100817.699922,15364.6554268,675.5,1105.3,170003.77538,149514.656846,31946.5413257,19992.043692,118576.446187,18490.3490038,4287.41191552466,1146495.9798329
113,1801,491801,226.59,0,0,144,23206.8788351,32661.5770775,0,0,32661.5770775,0,0,581,62591.0675738,58820.0190776,3400.62625425,3539.0288641,58820.0190776,3539.0288641,0,1109,88650.3367138,80737.9971214,7053.27200856,5803.78180665,80737.9971214,5803.78180665,0,1340,118828.587072,113114.15691,9995.6159903,7342.61880666,113114.15691,7342.61880666,5144.65714683119,1578542.86470437
114,1896,491896,194,0,0,485,46008.7785653,58347.9981794,0,0,58347.9981794,0,0,1792.1,122713.674553,110312.348735,3554.842679,3870.571189,110312.348735,3870.571189,0,2921,167444.384996,147647.49666,8149.7700589,6239.58022081,147647.49666,6239.58022081,0,4140,163646.704029,157485.89312,11368.7465743,8232.43043856,157485.89312,8232.43043856,4837.49678494345,1354711.25263119
115,2490,492490,163.53,0,46,7,123094.426085,67868.7370045,0,0,60942.6993027,0,101,72,154777.587628,100793.566286,23647.1321535,8914.0294978,84002.2482269,11120.3480599,139,103,170674.462709,130397.321158,25117.3382071,9502.76182183,101082.254164,12161.2484446,148,121,174164.31152,148591.537603,26736.5466101,9577.54962609,110390.590838,12906.7499578,4278.52196677031,1135774.13361494
116,2493,492493,172.52,0,144,110,125198.027605,70485.1419065,0,0,63919.8288112,0,185,72,150537.165169,98326.2415774,23197.7061076,9424.61143645,79522.5890513,11315.54117,366,81,167000.504044,127438.787217,20758.055743,7975.22693244,91874.4683114,10600.6681069,422,195,170737.48613,145547.762772,23373.156045,9352.37291974,102463.205551,11923.4315695,4376.49602657265,1197943.33750857
117,2632,492632,316.82,0,241,238,129460.180031,77000.9344677,0,0,67941.8189541,0,761,612,138627.697973,95863.7128338,19083.351448,6533.586063,77340.6233236,8725.55599551,1092,579,156980.350419,126521.066078,27099.7669817,10292.0269718,92071.4470865,13378.0869635,1138,583,159147.943305,149381.873937,30414.6487232,13029.7549556,99318.6829304,15630.3679526,6016.4735959162,2199424.08142337
118,1859,491859,1391.86,0,0,0,5.99778364147e-231,2.94422770863e-231,0,0,0,0,0,0,7.19153678152e-231,3.62287149504e-231,0,0,0,0,0,0,125063.171623,108205.555567,0,0,0,0,253,588.9,125706.959271,123432.545829,0,0,98612.0942984,0,18743.4164668659,9724391.8218747
119,2103,492103,93.15,0,356,1201,139511.68883,107236.823977,33309.7925182,9159.18447208,92646.5537674,11867.0110962,370,1221,212332.356223,157276.710508,51951.9252277,17898.55744,138380.373359,21005.9358984,372,1375,241217.693674,177847.41886,63140.5385276,24959.7538041,160472.612725,27751.5275867,373,1402,259432.652869,189550.689443,92918.4214123,35393.1702677,172956.003071,40209.5308389,3669.60244177866,657894.188442747
120,2099,492099,33.22,0,0,1828,146123.945452,111878.205289,53377.2823136,15502.0498794,111878.205289,15502.0498794,0,1828,218465.364433,160710.074509,80707.9426498,28406.1348624,160710.074509,28406.1348624,0,1828,247730.3968,181895.05758,95393.4438496,37834.0680584,181895.05758,37834.0680584,0,1828,267209.735913,194614.460389,133489.06786,52247.0298298,194614.460389,52247.0298298,2125.26355271165,232422.174167138
121,1418,351418,308.46,2,30.8,211.7,76233.9398962,59304.3422528,0,0,54301.6096784,0,75.2,1068.2,104745.393821,69737.359752,0,0,67656.6763733,0,112.5,1587.2,133841.173763,80909.4402962,0,0,79650.3955018,0,139.2,2180.7,148243.85571,84169.3283942,0,0,83692.0981072,0,10244.7424572311,5750005.43501927
122,2021,492021,270.56,0,6,234,119772.566224,99887.1767987,0,0,97847.294892,0,6,711,190871.021281,145061.952827,20455.7893721,13039.8874696,144256.189414,12994.8289298,30,2794.1,248376.964441,190781.597366,24022.0126234,17565.2431041,189574.196792,17466.2197826,30,2655,280421.335514,218694.760595,31038.056428,20426.3865789,217294.937062,20349.274305,5577.27059482597,1889675.80246379
123,2022,492022,241.75,0,0,23,96655.198903,84322.0855837,0,0,84322.0855837,0,0,162,159646.849108,125852.62971,20144.9792743,12539.4401286,125852.62971,12539.4401286,0,167,187429.706608,145735.322025,24633.7193891,17013.1065998,145735.322025,17013.1065998,0,322,212135.62666,167286.870648,31807.6892371,19799.2703903,167286.870648,19799.2703903,6233.82075436767,1812267.71385501
124,2634,492634,276.7,0,2,42,121600.710378,72138.0457459,0,0,71037.4709306,0,2,48,130305.490128,89920.9086424,12757.9529607,4341.6829052,88066.3448374,4500.98797954,2,172,147578.752959,118880.311236,15354.257279,5734.61843846,117985.070155,5785.118717,2,306,145648.075859,141865.041871,22911.2034723,10498.3376577,141101.061817,10520.148688,5958.61818606767,1920294.07314239
125,2676,492676,497.91,0,8,1,68352.5560579,43984.8877974,0,0,34156.3930241,0,8,1,75178.166742,57663.1781488,0,0,39044.8289031,0,8,1,90750.9254519,76522.3607222,0,0,49456.518635,0,116,16,95162.84685,104713.685841,0,0,54842.4849445,0,7500.60292827695,3532113.8461238
126,1825,491825,167.34,0,22,342,24838.2119528,34955.4042162,0,0,32318.1019555,0,133,774,66643.6294811,62670.9842031,3969.19855035,4096.18424521,55270.1256668,3562.92321454,203,1959,93789.2904356,85853.4072123,7687.66954619,6631.75830746,79827.4434113,6204.61645774,305,2023,115605.777838,109855.549203,11819.0556551,9224.2477833,99400.9979449,8595.07038167,4334.14890703279,1166065.64099347
127,1377,351377,100.98,2,66.7,61.2,163902.14748,108388.172822,0,0,89130.8949198,0,263.8,138.7,215179.43489,135069.882424,0,0,113985.339416,0,395.5,128,275263.261219,157368.566667,0,0,146471.606772,0,492,195.2,281320.255954,154774.384344,0,0,151825.044825,0,3448.67703837581,709289.803243689
128,1375,351375,653.02,2,3.8,708.8,177103.790755,117080.346991,0,0,116754.703518,0,30,2149.8,204766.259142,126277.408514,0,0,125654.159907,0,76.3,3159.7,272873.607242,147277.068252,0,0,147105.084743,0,84,3887.2,301166.589349,153479.365727,0,0,153803.40266,0,9256.25272519801,4706380.57778296
129,133,30133,807.36,10,4.2,0.2,78657.4417073,56064.4998064,0,0,39010.4794548,0,4.3,0.2,85573.2528678,65656.2411439,0,0,43625.3390046,0,4.7,0.2,95633.3762083,76758.7179729,0,0,50823.9998428,0,6,5,92755.8320198,80400.2696948,0,0,59301.4720943,0,9872.93877089827,5892987.44680994
130,135,30135,398.56,10,0,0,74963.4728691,53465.7021359,0,0,0,0,0,0,78369.8195106,60230.1471022,0,0,0,0,0,0,87533.8471848,70373.497486,0,0,0,0,0,0,84815.3958419,73711.6670616,0,0,0,0,8538.16376661451,3578606.81330734
131,1353,351353,730,2,0,7,138882.365627,96323.7004567,0,0,96323.7004567,0,0,7.1,149050.161976,96630.6425481,0,0,96630.6425481,0,0,8.1,193986.788298,108788.476597,0,0,108788.476597,0,0,8,267114.260178,135359.46194,0,0,135359.46194,0,10770.2602201936,5132393.22572734
132,1357,351357,437.74,2,1281,552.3,185947.961084,127969.269479,0,0,97688.0811346,0,1400.3,674.3,213851.146307,138837.138491,0,0,113804.144451,0,1486.7,1009.5,281280.010202,159084.10801,0,0,150752.208696,0,1538,1370.8,319977.787055,169348.78516,0,0,171122.882168,0,7155.82145023174,3078090.53276165
133,1384,351384,131.02,2,52,210.7,176378.652495,122092.128768,2632.36917405,1809.09861351,110211.919544,1636.16451356,218.3,1048.4,237985.944069,151521.872589,3712.2628728,2585.4174927,142271.0816,2376.22898978,399,1788.4,282317.595485,162716.813619,4356.19322624,3194.72291883,158426.983796,2924.65289079,474.3,2541.7,311540.96598,173865.757656,5227.63019262,3913.92387956,172209.25645,3629.31341913,4141.83903211889,919827.027410738
134,1383,351383,114.85,2,21.2,139.8,165264.059992,114798.664365,2221.35013819,1546.43296999,106851.457856,1438.8105927,153.2,138,227673.480885,145392.289776,3208.93661329,2187.83182294,124276.73705,1794.87876728,268.2,203.4,271135.282086,155584.132611,3792.79386382,2684.27269859,146192.15273,2189.72204918,358.2,189.2,298560.493912,166586.344334,4548.2625589,3264.23352176,161816.121787,2625.73125843,3622.31821688864,806286.390461412
